SCORE,OpenCriticURL,SaleEnds,SaleStarted,LowestPrice,MainStory,MainExtra,Completionist,PlusPrice,PlusDiscount,PlusPercentOff,Publisher,ReleaseDate,genre,PercentOff,Title,OriginalTitle,Slug,id,Image,IsPS4,IsPS5,Popularity,CampaignName,CampaignCategoryId,Region,url,platform,ESRBRating,MexPrice,idPrice,idSalePrice,inPrice,inSalePrice,sgPrice,sgSalePrice,trPrice,trSalePrice,usPrice,usSalePrice,hkPrice,hkSalePrice
86,https://www.metacritic.com/game/dragon-quest-builders-2,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Adventure, Role Playing Games",50%,DRAGON QUEST BUILDERS 2,DRAGON QUEST BUILDERS 2 (English Ver.),dragon-quest-builders-2-ps4,UP0082-CUSA11230_00-ASIAFULLGAME0000,https://image.api.playstation.com/vulcan/img/cfn/11307C_bTiHfTwsKUmwg9XdGof08Yufey5cgU256LuP0EE9ggZApiVGSeMxfEnxgd30tRgnbtrBc2MIRsmnhXEMO24cAlI7j.png?w=200,1,0,1,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/UP0082-CUSA11230_00-ASIAFULLGAME0000,Playstation,TRD,null,553890,276945,2499,1249,55.93,27.96,1.39900,69950,39.99,19.99,338.00,169.00
86,https://www.metacritic.com/game/final-fantasy-xii-the-zodiac-age,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Role Playing Games,70%,FINAL FANTASY XII THE ZODIAC AGE,FINAL FANTASY XII THE ZODIAC AGE (English/Japanese Ver.),final-fantasy-xii-the-zodiac-age-ps4,UP0082-CUSA05532_00-ASIAPLACEHOLDER0,https://image.api.playstation.com/cdn/UP0082/CUSA05532_00/vy39Lxhl7nR2BafVHEE0JSOWX8mKww08nFK7rAXT9vapFMYxXqSEvr2OG42pbUhS.png?w=200,1,0,3,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/UP0082-CUSA05532_00-ASIAPLACEHOLDER0,Playstation,TRD,null,684870,205461,,,74.26,22.27,,,,,398.00,119.40
86,https://www.metacritic.com/game/diablo-iv,2026-10-07T14:59:00.000Z,2026-09-23,/game/71960,26,48,196,,,,,0000-00-00,Unique,40%,Diablo® IV - Standard Edition,"Diablo® IV - Standard Edition (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",diablo-iv-ps4-ps5,UP0002-PPSA02442_00-DIVBASEGAME00000,https://image.api.playstation.com/vulcan/ap/rnd/202211/3017/Oo1B84A7BLCT157YFSxjtwG0.png?w=200,1,1,11,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/UP0002-PPSA02442_00-DIVBASEGAME00000,Playstation,TRD,null,825840,495504,4160,2496,70.00,42.00,1.79999,1.07999,49.99,29.99,390.00,234.00
86,https://www.metacritic.com/game/ni-no-kuni-wrath-of-the-white-witch-remastered,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Adventure, Role Playing Games",80%,Ni no Kuni: Wrath of the White Witch™ Remastered,Ni no Kuni: Wrath of the White Witch™ Remastered,ni-no-kuni-wrath-of-the-white-witch-remastered-ps4,EP0700-CUSA13079_00-NINOKUNIWOTWW000,https://image.api.playstation.com/vulcan/img/cfn/113072gjk1_kFLlKT4rp9IKBZOBKCDBks3S7AVR-U0Yo0JyosjTz8GCm6o7rmNG4zoJnkPbDIHnCIkoI86NcTSTN1vET-0qb.png?w=200,1,0,2,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP0700-CUSA13079_00-NINOKUNIWOTWW000,Playstation,TRD,null,,,2999,599,,,2.14900,42980,49.99,6.99,,
86,https://www.metacritic.com/game/unicorn-overlord,2026-10-07T22:59:00.000Z,2026-09-23,/game/137780,47,62,74,,,,,0000-00-00,Role Playing Games,70%,Unicorn Overlord,Unicorn Overlord,unicorn-overlord-ps4-ps5,EP0177-PPSA09771_00-UNICORNOVERLORD0,https://image.api.playstation.com/vulcan/ap/rnd/202310/2611/2ef3bfca0f1b197bbe71cfda286fa80ebaaf2fe204b3ccc1.png?w=200,1,1,4,cat.gma.Autumn_Adventures_26_New,fc461e2d-f0a2-4b15-bf1f-73a825efca1c,en-in,https://store.playstation.com/en-in/product/EP0177-PPSA09771_00-UNICORNOVERLORD0,Playstation,TRD,null,,,3499,1049,,,2.09900,62970,59.99,17.99,,
86,https://www.metacritic.com/game/mediterranea-inferno,2026-10-07T22:59:00.000Z,2026-09-23,/game/135333,3,4,5,,,,,0000-00-00,Adventure,86%,Mediterranea Inferno,Mediterranea Inferno PS4 & PS5,mediterranea-inferno-ps4-ps5,EP6265-PPSA18008_00-0686449963656785,https://image.api.playstation.com/vulcan/ap/rnd/202312/1715/c59221ec18888594f4d9961cc0da3ebb401289868569b43a.png?w=200,1,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP6265-PPSA18008_00-0686449963656785,Playstation,TRD,null,,,1248,174,,,52500,7350,14.99,2.09,,
86,https://www.metacritic.com/game/atari-50-the-anniversary-celebration,2026-10-07T22:59:00.000Z,2026-09-23,/game/116251,6,15,30,,,,,0000-00-00,Arcade,60%,Atari 50: The Anniversary Celebration,Atari 50: The Anniversary Celebration,atari-50-the-anniversary-celebration-ps4,EP0182-CUSA34729_00-5589010658464864,https://image.api.playstation.com/vulcan/ap/rnd/202210/2422/USama85yI65BcNV9EmYEYl6R.png?w=200,1,0,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP0182-CUSA34729_00-5589010658464864,Playstation,TRD,null,,,2499,999,,,1.74900,69960,39.99,15.99,,
86,https://www.metacritic.com/game/atari-50-the-anniversary-celebration,2026-10-07T22:59:00.000Z,2026-09-23,/game/116251,6,15,30,,,,,0000-00-00,Arcade,60%,Atari 50: The Anniversary Celebration,Atari 50: The Anniversary Celebration,atari-50-the-anniversary-celebration-ps5,EP0182-PPSA08603_00-4588832837629715,https://image.api.playstation.com/vulcan/ap/rnd/202210/2422/USama85yI65BcNV9EmYEYl6R.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP0182-PPSA08603_00-4588832837629715,Playstation,TRD,null,,,2499,999,,,1.74900,69960,39.99,15.99,,
85,https://www.metacritic.com/game/shadow-tactics-blades-of-the-shogun,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Strategy",90%,Shadow Tactics: Blades of the Shogun,"Shadow Tactics: Blades of the Shogun (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",shadow-tactics-blades-of-the-shogun-ps5,EP8923-PPSA30363_00-SHADOWTACTICSEU5,https://image.api.playstation.com/gs2-sec/appkgo/prod/CUSA07825_00/4/i_5701e5fa0b790be6ca74f4930bb4e6c533ae57384d95d9a80d87d8c845626053/i/icon0.png?w=200,0,1,1,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/EP8923-PPSA30363_00-SHADOWTACTICSEU5,Playstation,TRD,null,642690,64269,3330,333,55.93,5.59,1.74900,17490,39.99,3.99,308.00,30.80
85,https://www.metacritic.com/game/far-cry-4,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Adventure, Shooter",70%,Far Cry 4 - Digital Standard Edition PlayStation®Hits,"Far Cry 4 - Digital Standard Edition PlayStation®Hits (English, Korean)",far-cry-4-ps4,EP0001-CUSA00462_00-ASIA000000000002,https://image.api.playstation.com/cdn/EP0001/CUSA00462_00/OPzG8aG5jQWeg68qJzipxeTqz4ZwvOx3b28JEZxzRpIjeIYYDkPZRHvSOqjOetug.png?w=200,1,0,1,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/EP0001-CUSA00462_00-ASIA000000000002,Playstation,TRD,null,309690,92907,1999,599,29.34,8.80,1.39900,41970,19.99,5.99,148.00,44.40
85,https://www.metacritic.com/game/valkyria-chronicles-4,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Role Playing Games, Strategy",50%,Valkyria Chronicles 4,Valkyria Chronicles 4 (English Ver.),valkyria-chronicles-4-ps4,UP0177-CUSA10633_00-ASIA000000000000,https://image.api.playstation.com/cdn/UP0177/CUSA10633_00/ixzbO9DjY7JcBgKGa31S3G56h47EKuG4GjFABx25jHc2akunS7ePBFd3U9IlAkoR.png?w=200,1,0,5,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/UP0177-CUSA10633_00-ASIA000000000000,Playstation,TRD,null,775890,387945,2249,449,81.60,40.80,19220,3844,,,,
85,https://www.metacritic.com/game/yakuza-kiwami-2,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Adventure, Role Playing Games",40%,Yakuza Kiwami 2,Yakuza Kiwami 2 PS4 & PS5,yakuza-kiwami-2-ps4-ps5,JP0177-PPSA31333_00-MAINGAME000000EU,https://image.api.playstation.com/vulcan/ap/rnd/202511/1905/bf0f377e2aa4f4f349b29e98a0dd87ba1d95fb7fa698c9f3.png?w=200,1,1,7,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/JP0177-PPSA31333_00-MAINGAME000000EU,Playstation,TRD,null,,,1499,899,,,84900,50940,19.99,11.99,,
85,https://www.metacritic.com/game/battlefield-4,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Shooter",70%,Battlefield 4™,Battlefield 4™,battlefield-4-ps4,EP0006-CUSA00049_00-BATTLEFIELD40000,https://image.api.playstation.com/cdn/EP0006/CUSA00049_00/ICcPzCS2XUjvKTCFJ6VIXpZrqF99NUSG.png?w=200,1,0,1,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP0006-CUSA00049_00-BATTLEFIELD40000,Playstation,TRD,null,,,1499,449,,,99900,29970,19.99,5.99,,
85,https://www.metacritic.com/game/final-fantasy-ix,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Role Playing Games,70%,FINAL FANTASY® IX Digital Edition,FINAL FANTASY® IX Digital Edition,final-fantasy-ix-ps4,EP0082-CUSA08918_00-FF9FORPS4BUNDLE1,https://image.api.playstation.com/cdn/EP0082/CUSA08918_00/OHLF703ojCNYCnkT02MXzgSakX2tbZ9S.png?w=200,1,0,2,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP0082-CUSA08918_00-FF9FORPS4BUNDLE1,Playstation,TRD,null,,,1748,524,,,73500,22050,,,,
85,https://www.metacritic.com/game/crusader-kings-iii,2026-10-07T22:59:00.000Z,2026-09-23,/game/71763,72,151,586,,,,,0000-00-00,"Simulation, Strategy",70%,Crusader Kings III,Crusader Kings III,crusader-kings-iii-ps5,EP4139-PPSA02308_00-TTL0000000000002,https://image.api.playstation.com/vulcan/ap/rnd/202108/1607/czGau6hOvx9iQYOOkACdxqDl.png?w=200,0,1,,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP4139-PPSA02308_00-TTL0000000000002,Playstation,TRD,null,,,2999,899,,,1.74900,52470,49.99,14.99,,
85,https://www.metacritic.com/game/i-am-your-beast,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Shooter,35%,I Am Your Beast,I Am Your Beast,i-am-your-beast-ps5,EP6458-PPSA28514_00-0281597096788640,https://image.api.playstation.com/vulcan/ap/rnd/202503/2413/99d4e7706f39df209cdcd539f1f9b1e79301341a8762d6a6.png?w=200,0,1,,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/EP6458-PPSA28514_00-0281597096788640,Playstation,TRD,null,,,1664,1081,,,84900,55185,19.99,12.99,,
84,https://www.metacritic.com/game/unpacking,2026-10-07T14:59:00.000Z,2026-09-23,/game/69666,4,4,4,,,,,0000-00-00,"Puzzle, Simulation",60%,Unpacking,"Unpacking (Simplified Chinese, English, Korean, Malay, Japanese, Traditional Chinese)",unpacking-ps4-ps5,UP3864-PPSA07117_00-UNPACKINGPS5000A,https://image.api.playstation.com/vulcan/ap/rnd/202204/0118/A3KKgFFUTjKoxSc4ssAs61nF.png?w=200,1,1,11,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP3864-PPSA07117_00-UNPACKINGPS5000A,Playstation,TRD,null,309690,123876,1499,599,28.42,11.36,69900,27960,19.99,7.99,148.00,59.20
84,https://www.metacritic.com/game/immortality,2026-10-07T14:59:00.000Z,2026-09-23,/game/93973,6,10,16,,,,,0000-00-00,"Horror, Unique",40%,IMMORTALITY,"IMMORTALITY (English, Korean, Thai, Japanese, Traditional Chinese)",immortality-ps5,UP5734-PPSA18075_00-0479403769929112,https://image.api.playstation.com/vulcan/ap/rnd/202401/0821/ab49d46ce6345773336c2b3c3f4d3e0039a1232737ca49b9.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/UP5734-PPSA18075_00-0479403769929112,Playstation,TRD,null,309690,185814,1664,998,28.42,17.05,84900,50940,19.99,11.99,148.00,88.80
84,https://www.metacritic.com/game/thank-goodness-youre-here,2026-10-07T14:59:00.000Z,2026-09-23,/game/134545,2,3,4,,,,,0000-00-00,Action,50%,Thank Goodness You're Here!,"Thank Goodness You're Here! (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",thank-goodness-youre-here-ps4-ps5,UP3971-PPSA15433_00-0210876635651678,https://image.api.playstation.com/vulcan/ap/rnd/202308/1718/da9d5ae60787d113afe56a44c1a13c03a89e628d60ab7e2e.png?w=200,1,1,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/UP3971-PPSA15433_00-0210876635651678,Playstation,TRD,null,309690,154845,1498,749,28.42,14.21,77400,38700,19.99,9.99,148.00,74.00
84,https://www.metacritic.com/game/castlevania-advance-collection,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Action,70%,Castlevania Advance Collection,"Castlevania Advance Collection (English, Japanese)",castlevania-advance-collection-ps4,JP0101-CUSA28357_00-CASTLEVANIAGAMES,https://image.api.playstation.com/vulcan/ap/rnd/202108/1910/jdfFLJynLsfB6j6DmFNYtZQn.png?w=200,1,0,1,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/JP0101-CUSA28357_00-CASTLEVANIAGAMES,Playstation,TRD,null,309690,92907,1664,499,28.42,8.52,69900,20970,19.99,5.99,154.00,46.20
84,https://www.metacritic.com/game/soulcalibur-vi,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Fighting",84%,SOULCALIBUR VI,SOULCALIBUR VI (English),soulcalibur-vi-ps4,EP0700-CUSA09884_00-ASIA000000000000,https://image.api.playstation.com/cdn/EP0700/CUSA09884_00/zdqLMMiMOaldUUTwzSElhyvj1UNUo5KTdeaTxBVWKijjD2YSKu6BW3fsBMGrfJm3.png?w=200,1,0,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/EP0700-CUSA09884_00-ASIA000000000000,Playstation,TRD,null,754800,120768,,,81.39,13.02,,,,,,
84,https://www.metacritic.com/game/octopath-traveler-0,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Role Playing Games,35%,OCTOPATH TRAVELER 0,"OCTOPATH TRAVELER 0 PS4 & PS5 (English, Japanese)",octopath-traveler-0-ps4-ps5,JP0082-PPSA28492_00-OCTOPATH000PS5JP,https://image.api.playstation.com/vulcan/ap/rnd/202505/2109/6eb9221ab73f97643997949976e2e13f374ed79e4e244060.png?w=200,1,1,4,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/JP0082-PPSA28492_00-OCTOPATH000PS5JP,Playstation,TRD,null,809190,525973,3499,2099,67.90,44.13,2.57900,1.54740,49.99,29.99,399.00,259.35
84,https://www.metacritic.com/game/dragon-quest-i-and-ii-hd-2d-remake,2026-10-07T14:59:00.000Z,2026-09-23,/game/152376,,,,,,,,0000-00-00,Role Playing Games,35%,DRAGON QUEST I & II HD-2D Remake,"DRAGON QUEST I & II HD-2D Remake (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",dragon-quest-i-and-ii-hd-2d-remake-ps5,HP0082-PPSA22322_00-000000000000ASIA,https://image.api.playstation.com/vulcan/ap/rnd/202505/0809/9d705bcd82904829b51204becb66ba72259ed62353eb99c5.png?w=200,0,1,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/HP0082-PPSA22322_00-000000000000ASIA,Playstation,TRD,null,975690,634198,,,79.90,51.93,,,,,479.00,311.35
84,https://www.metacritic.com/game/dragon-quest-iii-hd-2d-remake,2026-10-07T14:59:00.000Z,2026-09-23,/game/92790,,,,,,,,0000-00-00,Role Playing Games,50%,DRAGON QUEST III HD-2D Remake,"DRAGON QUEST III HD-2D Remake (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",dragon-quest-iii-hd-2d-remake-ps5,HP0082-PPSA20614_00-000000000000ASIA,https://image.api.playstation.com/vulcan/ap/rnd/202405/1508/2d8a60c46eb99acc83c22ebd4024acec0beee526c5acb0cf.png?w=200,0,1,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/HP0082-PPSA20614_00-000000000000ASIA,Playstation,TRD,null,975690,487845,,,79.90,39.95,,,,,479.00,239.50
84,https://www.metacritic.com/game/live-a-live,2026-10-07T14:59:00.000Z,2026-09-23,/game/103830,22,26,31,,,,,0000-00-00,Role Playing Games,60%,LIVE A LIVE,"LIVE A LIVE PS4&PS5 (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",live-a-live-ps4-ps5,HP0082-PPSA08179_00-PS5HP00LIVEALIVE,https://image.api.playstation.com/vulcan/ap/rnd/202302/0705/687de351073238313134f7f440fdb3ce7af7239697287bde.png?w=200,1,1,,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/HP0082-PPSA08179_00-PS5HP00LIVEALIVE,Playstation,TRD,null,720390,288156,,,65.50,26.20,,,,,399.00,159.60
84,https://www.metacritic.com/game/ni-no-kuni-ii-revenant-kingdom,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Role Playing Games,84%,Ni no Kuni™ II: Revenant Kingdom,Ni no Kuni™ II: Revenant Kingdom (English),ni-no-kuni-ii-revenant-kingdom-ps4,EP0700-CUSA09243_00-ASIANNK2GAME0000,https://image.api.playstation.com/cdn/EP0700/CUSA09243_00/hDqEWsaAxzwFbpVGF7kUjT071l3Dl5YnHkVINqu6LSXn5J4qMV9RJsQxowLbgpgf.png?w=200,1,0,1,cat.gma.Autumn_Adventures_26_New,1eda2d3d-2420-4522-9c9d-4b7491f91f4f,en-id,https://store.playstation.com/en-id/product/EP0700-CUSA09243_00-ASIANNK2GAME0000,Playstation,TRD,null,754800,120768,,,81.39,13.02,,,,,,
84,https://www.metacritic.com/game/lara-croft-go,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Action,80%,Lara Croft GO,Lara Croft GO,lara-croft-go-ps4,EP0082-CUSA06507_00-LCGOBDL000000001,https://image.api.playstation.com/cdn/EP0082/CUSA06507_00/P3OVdBRiLT6LyASh7YRGTsVyhYCamRMr.png?w=200,1,0,,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP0082-CUSA06507_00-LCGOBDL000000001,Playstation,TRD,null,,,832,166,,,34900,6980,9.99,1.99,,
84,https://www.metacritic.com/game/trine-2-complete-story,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Action, Adventure, Puzzle",80%,Trine 2: Complete Story,Trine 2: Complete Story,trine-2-complete-story-ps4,EP4029-CUSA00217_00-TRINE2COMPLETE00,https://image.api.playstation.com/cdn/EP4029/CUSA00217_00/pqpKZNcqNqGfQGVLt4cPZd6uE1D3L3G4.png?w=200,1,0,,cat.gma.x_Deals,322ea58b-1a57-4586-93e0-286d1e926394,en-in,https://store.playstation.com/en-in/product/EP4029-CUSA00217_00-TRINE2COMPLETE00,Playstation,TRD,null,,,1415,283,,,59500,11900,19.99,3.99,,
84,https://www.metacritic.com/game/gradius-origins,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Shooter,50%,GRADIUS ORIGINS,GRADIUS ORIGINS,gradius-origins-ps5,JP0101-PPSA19724_00-GRADIUSORIGINCOL,https://image.api.playstation.com/vulcan/ap/rnd/202502/1808/4f588810bee68b1bcb2c38a8ddf345544fa93cd989b61164.png?w=200,0,1,,cat.gma.Autumn_Adventures_26_New,fc461e2d-f0a2-4b15-bf1f-73a825efca1c,en-in,https://store.playstation.com/en-in/product/JP0101-PPSA19724_00-GRADIUSORIGINCOL,Playstation,TRD,null,,,2499,1249,,,1.74900,87450,39.99,19.99,,
84,https://www.metacritic.com/game/botany-manor,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Adventure, Unique",35%,Botany Manor,Botany Manor,botany-manor-ps5,UP5223-PPSA26076_00-0354006355653106,https://image.api.playstation.com/vulcan/ap/rnd/202411/2715/67aa36d1343d6c8a4f404b1f5f1c2e91b4e365a6482a5c58.png?w=200,0,1,1,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/UP5223-PPSA26076_00-0354006355653106,Playstation,TRD,null,,,2081,1352,,,87500,56875,24.99,16.24,,
84,https://www.metacritic.com/game/botany-manor,2026-10-07T22:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Adventure, Unique",35%,Botany Manor,Botany Manor,botany-manor-ps4,UP5223-CUSA51287_00-0784574315927718,https://image.api.playstation.com/vulcan/ap/rnd/202411/2715/67aa36d1343d6c8a4f404b1f5f1c2e91b4e365a6482a5c58.png?w=200,1,0,1,cat.gma.PlayStationIndies,d66e22ee-42b5-4cfc-997d-221cae79ae7d,en-in,https://store.playstation.com/en-in/product/UP5223-CUSA51287_00-0784574315927718,Playstation,TRD,null,,,2081,1352,,,87500,56875,24.99,16.24,,
84,https://www.metacritic.com/game/salt-and-sanctuary,2026-10-08T06:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,Role Playing Games,65%,Salt and Sanctuary,Salt and Sanctuary,salt-and-sanctuary-ps4,UP0613-CUSA02353_00-SALTNSANCTUARY00,https://image.api.playstation.com/cdn/UP0613/CUSA02353_00/MmANBVPd2FgzFR6hmcGNPnriYHr7iVQv.png?w=200,1,0,,cat.gma.PlayStationIndies,cf1645a7-a2e6-4151-8638-050cff3b1728,en-us,https://store.playstation.com/en-us/product/UP0613-CUSA02353_00-SALTNSANCTUARY00,Playstation,TRD,null,,,,,,,,,17.99,6.29,,
83,https://www.metacritic.com/game/bomb-rush-cyberfunk,2026-10-07T14:59:00.000Z,2026-09-23,/game/81093,10,13,23,,,,,0000-00-00,"Action, Adventure",50%,Bomb Rush Cyberfunk,"Bomb Rush Cyberfunk PS4 & PS5 (English, Japanese)",bomb-rush-cyberfunk-ps4-ps5,HP2505-PPSA11327_00-2405845433868054,https://image.api.playstation.com/vulcan/ap/rnd/202308/1015/2d123c25adc5ddaff0704d7062ed64825b14b2421901bdcd.png?w=200,1,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/HP2505-PPSA11327_00-2405845433868054,Playstation,TRD,null,642690,321345,,,55.93,27.96,,,,,308.00,154.00
83,https://www.metacritic.com/game/a-space-for-the-unbound,2026-10-07T14:59:00.000Z,2026-09-23,/game/78881,10,11,13,,,,,0000-00-00,Adventure,50%,A Space for the Unbound,"A Space for the Unbound (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",a-space-for-the-unbound-ps4,JP0211-CUSA35793_00-3635252122584103,https://image.api.playstation.com/vulcan/ap/rnd/202211/1606/oXtps1uT1x0cAMxa6r1FtkhQ.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/JP0211-CUSA35793_00-3635252122584103,Playstation,TRD,null,309690,154845,1664,832,28.42,14.21,84900,42450,19.99,9.99,148.00,74.00
83,https://www.metacritic.com/game/a-space-for-the-unbound,2026-10-07T14:59:00.000Z,2026-09-23,/game/78881,10,11,13,,,,,0000-00-00,Adventure,50%,A Space for the Unbound,"A Space for the Unbound (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",a-space-for-the-unbound-ps5,JP0211-PPSA09501_00-6534109074226497,https://image.api.playstation.com/vulcan/ap/rnd/202211/1606/oXtps1uT1x0cAMxa6r1FtkhQ.png?w=200,0,1,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/JP0211-PPSA09501_00-6534109074226497,Playstation,TRD,null,309690,154845,1664,832,28.42,14.21,84900,42450,19.99,9.99,148.00,74.00
83,https://www.metacritic.com/game/move-or-die,2026-10-07T14:59:00.000Z,2026-09-23,,,,,,,,,0000-00-00,"Arcade, Family, Party",60%,Move or Die,"Move or Die (Simplified Chinese, English, Korean, Japanese, Traditional Chinese)",move-or-die-ps4,JP5134-CUSA33708_00-MOVEORDIEPSJAPAN,https://image.api.playstation.com/vulcan/ap/rnd/202207/2021/8POVVFcmc7O91ZH7wDW4nI1M.png?w=200,1,0,,cat.gma.PlayStationIndies,976c3cf7-8dc9-46fb-8691-4603b98224cb,en-id,https://store.playstation.com/en-id/product/JP5134-CUSA33708_00-MOVEORDIEPSJAPAN,Playstation,TRD,null,309690,123876,,,28.42,11.36,,,,,148.00,59.20
